87,0,40
88,0,50
87,0,50
81,0,50
85,0,50
87,0,60
90,0,60
84,0,60
84,3,60
87,7,60
88,11,50
86,30,50
88,37,60
87,43,70
80,12,60
71,3,70
70,0,60
65,0,70
60,0,60
64,0,80
67,0,80
61,0,80
62,0,60
62,0,70
55,0,60
62,0,70
59,0,60
58,0,50
61,0,50
61,0,60
61,0,50
48,0,60
67,6,60
68,17,50
63,24,60
58,31,50
67,30,50
64,22,40
57,12,40
56,3,30
60,0,30
54,0,30
53,0,20
51,0,20
49,0,20
47,0,10
46,0,30
28,0,20
37,0,20
24,0,20
36,0,20
26,0,10
25,0,10
12,0,20
17,0,10
25,1,20
41,8,20
59,37,20
55,34,20
70,76,10
69,54,30
52,28,30
44,13,10
30,3,20
21,0,20
17,0,20
22,0,20
17,0,10
9,0,10
26,1,10
27,0,10
26,0,20
38,0,20
36,0,20
40,0,10
35,0,10
35,0,20
45,0,30
49,0,30
47,0,40
45,2,40
48,4,30
47,6,50
46,9,50
48,12,50
45,8,40
54,4,40
65,0,30
65,0,50
66,0,50
64,0,40
62,0,30
66,0,40
65,0,40
63,0,40
64,0,40
67,0,40
75,0,50
74,0,60
75,0,60
75,0,60
74,0,60
75,0,70
75,1,70
75,3,60
75,6,60
73,10,50
72,12,50
70,10,50
73,10,50
73,5,60
70,1,60
69,0,50
66,0,50
67,0,40
66,0,50
64,0,40
60,0,40
58,0,30
58,0,30
63,0,30
63,0,40
61,0,30
60,0,20
61,0,20
63,0,30
62,0,30
61,0,30
59,2,30
63,5,30
65,10,20
65,10,20
64,11,10
63,7,20
62,4,20
55,1,10
57,0,10
59,0,20
54,0,10
56,0,10
52,0,10
52,0,20
57,0,20
48,0,20
29,0,10
25,0,20
38,0,10
54,0,20
61,0,20
66,0,30
71,0,30
75,1,30
81,5,30
85,16,40
86,20,50
88,30,60
87,24,70
85,11,70
82,7,70
80,2,70
83,0,80
87,0,90
92,0,90
91,0,90
94,0,90
102,0,80
84,0,90
78,0,80
76,0,90
75,0,80
74,0,80
73,0,90
77,0,90
80,0,100
73,0,90
73,0,100
78,6,110
78,17,110
82,34,110
83,37,110
81,52,110
81,22,100
74,12,100
67,3,90
63,0,90
70,0,90
68,0,100
63,0,80
66,0,80
56,0,90
57,0,80
45,0,80
49,0,70
49,0,80
47,0,60
54,0,60
52,0,60
49,0,60
43,0,60
54,1,50
44,12,50
60,29,50
62,50,60
68,62,60
70,65,70
68,61,80
60,24,60
51,9,50
49,0,50
44,0,50
42,0,40
39,0,40
38,0,40
25,0,30
9,0,30
6,0,30
7,0,20
-9,0,10
-3,0,10
2,0,10
1,0,10
7,0,10
21,0,10
17,0,10
24,7,10
31,15,10
45,24,10
49,24,10
54,26,10
56,25,10
51,14,10
47,2,20
45,0,20
40,0,30
39,0,30
40,0,30
41,0,40
43,0,40
49,0,30
53,0,30
56,0,30
61,0,20
63,0,10
74,0,10
75,0,30
73,0,20
77,0,30
76,1,30
78,9,30
80,17,40
84,26,50
84,44,60
87,38,60
84,32,60
78,24,60
79,3,60
77,0,60
73,0,60
72,0,50
71,0,50
68,0,50
53,0,40
65,0,40
65,0,30
72,0,30
71,0,40
70,0,40
70,0,50
69,0,40
74,0,60
74,0,70
76,1,60
80,3,70
75,4,70
77,10,80
84,11,70
84,13,80
86,10,70
85,10,70
82,3,70
81,0,60
82,0,60
84,0,70
83,0,70
83,0,60
82,0,60
78,0,60
81,0,60
82,0,60
83,0,50
86,0,50
90,0,60
92,0,70
96,0,70
96,0,80
95,1,80
95,6,80
95,9,80
96,7,80
98,15,80
97,13,80
97,8,90
97,9,90
96,3,90
99,0,100
93,0,90
90,0,70
85,0,80
81,0,80
80,0,80
78,0,80
74,0,80
78,0,80
75,0,80
75,0,70
76,0,70
68,0,60
67,0,70
68,0,60
50,1,40
62,18,40
67,42,50
65,53,50
75,84,60
65,74,70
62,55,60
56,17,60
45,7,40
41,0,40
46,0,40
23,0,40
26,0,20
23,0,30
9,0,20
8,0,20
5,0,30
10,0,30
27,0,30
44,0,40
54,0,40
53,0,50
56,0,40
65,0,50
67,1,60
70,6,60
73,19,70
77,28,70
77,19,70
79,24,70
83,31,70
81,30,80
80,5,70
80,0,70
79,0,70
79,0,70
80,0,70
80,0,70
81,0,70
81,0,80
83,0,80
82,0,80
81,0,80
77,0,70
75,0,70
72,0,80
67,0,90
65,0,90
64,0,80
61,4,80
66,18,100
63,16,100
64,23,90
62,15,80
60,9,80
59,6,70
59,2,80
58,0,70
54,0,70
54,0,80
56,0,80
59,0,90
48,0,70
45,0,20
49,0,30
53,0,50
56,0,40
46,0,40
40,0,50
45,0,50
47,0,50
46,0,50
34,0,50
39,5,40
44,12,50
49,44,80
47,49,70
45,47,70
36,56,90
21,8,60
20,4,40
30,0,40
19,0,50
24,0,40
35,0,60
12,0,30
27,0,50
10,0,40
-3,0,20
-12,0,20
-24,0,10
-17,0,10
-18,0,10
-23,0,10
-23,0,10
-28,0,10
-25,2,10
5,28,20
26,50,30
39,75,30
38,70,40
40,49,40
42,51,30
38,41,30
25,13,30
17,0,30
11,0,30
-1,0,30
-9,0,20
-15,0,30
-5,0,30
-4,0,40
-3,0,30
-6,0,40
-8,0,30
-11,0,30
-11,0,20
-13,0,20
-12,0,30
-13,0,30
-18,1,30
-8,21,30
7,76,30
19,99,40
27,106,40
31,98,40
27,78,40
21,53,40
11,16,50
8,0,40
2,0,30
-9,0,30
-12,0,30
-10,0,30
-14,0,30
-19,0,30
-25,0,20
-27,0,20
-30,0,30
-34,0,30
-35,0,20
-61,0,30
-55,0,30
-53,0,20
-57,2,20
-27,25,20
-12,70,30
4,101,30
15,106,20
19,100,30
22,83,30
12,55,30
6,18,30
-14,0,10
-23,0,20
-28,0,10
-32,0,10
-31,0,10
-49,0,0
-55,0,10
-61,0,10
-58,0,10
-71,0,10
-59,0,10
-65,0,10
-68,0,10
-63,0,0
-58,0,10
-54,3,10
-29,25,10
18,70,10
38,91,20
50,99,30
47,87,30
48,65,30
45,50,30
18,15,30
8,0,30
10,0,30
7,0,30
10,0,40
7,0,40
1,0,40
-4,0,40
-8,0,40
-9,0,50
-13,0,50
-16,0,50
-16,0,50
-16,0,60
-14,0,60
-12,0,70
-12,2,80
