28,0,60
24,0,50
14,0,50
8,0,40
12,0,40
17,7,40
34,51,40
51,111,50
67,156,50
85,200,50
104,235,50
122,236,50
127,235,50
132,224,50
137,181,50
135,123,40
127,74,40
109,23,40
82,0,30
99,0,30
94,0,30
89,0,30
87,0,30
77,0,30
75,0,30
78,0,30
82,0,30
97,0,40
87,0,40
98,3,40
108,30,20
115,88,40
119,74,50
136,117,50
134,113,60
132,61,60
147,149,60
148,207,50
95,32,50
93,2,40
99,7,10
98,7,40
86,1,50
79,0,50
73,0,50
74,0,50
72,0,50
58,0,60
55,0,40
48,0,30
40,0,30
42,0,20
41,0,30
46,4,20
57,33,20
67,66,40
79,82,40
76,94,40
87,158,50
81,98,60
94,244,40
83,144,40
91,132,30
89,135,30
89,57,50
77,18,50
63,0,50
56,0,30
48,0,20
35,0,20
42,0,20
41,0,20
35,0,20
29,0,30
27,0,20
25,0,20
29,0,20
31,5,30
43,29,30
50,50,30
61,98,30
69,100,20
87,195,20
92,183,30
97,138,30
107,132,30
98,104,40
104,48,50
94,43,50
90,14,40
79,1,30
75,0,40
71,0,40
67,0,30
63,0,30
55,0,30
44,0,30
41,0,30
30,0,20
27,0,20
33,0,20
45,14,20
63,57,20
78,110,40
93,173,40
106,218,50
112,250,40
121,256,40
125,233,40
126,203,50
117,148,50
110,81,40
100,49,50
90,21,60
83,1,50
85,0,50
85,0,40
87,0,30
86,0,30
86,0,30
83,0,40
83,0,40
81,0,30
76,0,30
76,0,30
79,3,20
82,11,30
85,21,30
89,43,40
94,42,30
102,61,30
113,93,20
127,176,30
131,139,30
131,102,30
126,99,30
124,42,30
115,21,20
100,1,20
88,0,20
83,0,10
76,0,10
88,0,10
103,0,10
99,0,10
103,0,20
100,0,20
98,0,20
99,0,20
108,10,10
113,37,20
132,85,20
150,154,20
169,198,30
183,226,40
196,251,60
202,239,60
204,221,60
204,184,50
191,124,50
187,84,40
163,22,40
163,2,30
125,0,30
113,0,30
119,0,40
114,0,30
103,0,30
93,0,30
97,0,10
82,0,10
86,0,10
87,0,10
63,7,10
110,45,10
132,96,20
146,127,10
163,183,10
174,227,20
190,243,20
180,223,20
178,201,40
154,149,40
137,126,40
108,81,40
98,35,30
88,4,30
80,0,20
81,0,20
82,0,20
76,0,20
63,0,10
62,0,10
85,0,40
79,0,40
69,0,40
60,0,40
60,18,40
63,49,50
71,99,70
87,153,70
100,188,70
107,174,70
124,223,70
127,210,70
139,186,70
139,190,70
135,118,70
123,62,60
118,23,60
105,2,50
97,0,50
87,0,50
80,0,60
70,0,70
63,0,60
57,0,60
45,0,50
34,0,40
29,0,50
28,0,50
33,18,60
42,70,70
59,133,70
70,189,80
82,235,80
92,267,80
95,282,70
96,273,70
101,249,70
101,211,70
98,160,70
90,101,70
72,42,70
58,3,70
49,0,50
41,0,30
36,0,30
36,0,40
34,0,50
33,0,40
31,0,40
18,0,30
22,0,30
19,0,40
30,18,40
43,70,50
58,131,60
75,186,50
86,233,70
85,265,50
93,264,40
97,255,40
96,195,40
93,179,40
95,151,40
88,90,40
80,39,40
70,4,50
62,0,40
59,0,40
49,0,50
43,0,40
48,0,40
48,0,40
52,0,40
50,0,40
48,0,40
47,0,40
48,6,40
60,39,40
74,134,40
81,189,40
87,239,60
88,295,60
82,209,50
79,109,50
80,102,50
72,55,60
69,60,60
63,26,50
58,12,50
33,2,40
18,0,40
23,0,30
22,0,30
16,0,30
12,0,30
10,0,20
8,0,20
3,0,20
1,0,10
2,0,20
13,20,30
31,72,40
43,133,40
52,177,50
66,237,60
76,236,60
66,237,60
78,227,60
65,175,50
71,161,50
42,47,50
52,60,30
40,13,30
36,3,30
26,0,40
18,0,30
13,0,20
9,0,30
6,0,20
4,0,20
2,0,30
-10,0,20
-3,0,20
-6,0,30
4,19,20
